compnumber,longname,shortname,status,countrycode,region,cik,mic,ticker,exchange,country
4541,"Jacobs Engineering Group, Inc.","Jacobs Engineering Group, Inc.",Active,USA,North America,52988.0,7.5.2,J,NYS,USA
4595,Johnson Controls Inc,Johnson Controls Inc,Active,USA,North America,53669.0,1.8.2,JCI,NYS,USA
4593,Johnson & Johnson,Johnson & Johnson,Active,USA,North America,200406.0,4.1.1,JNJ,NYS,USA
4686,Kellogg Co,Kellogg Co,Active,USA,North America,55067.0,1.2.1,K,NYS,USA
4697,Kennametal Inc.,"Kennametal, Inc.",Active,USA,North America,55242.0,7.2.1,KMT,NYS,USA
4738,Kimberly-Clark Corp.,Kimberly-Clark Corp.,Active,USA,North America,55785.0,1.7.1,KMB,NYS,USA
4753,Kirby Corp.,Kirby Corp.,Active,USA,North America,56047.0,7.4.2,KEX,NYS,USA
4778,Komatsu Ltd,Komatsu Ltd,Active,JPN,Asia Pacific,56594.0,7.2.1,KMTU Y,NBB,JPN
4788,Kroger Co (The),Kroger Co (The),Active,USA,North America,56873.0,2.1.2,KR,NYS,USA
4791,Kubota Corp. (Japan),Kubota Corp.,Active,JPN,Asia Pacific,109821.0,7.2.1,KUBT Y,NBB,JPN
53959,Landauer Inc,Landauer Inc,Active,USA,North America,825410.0,4.2.2,LDR,NYS,USA
4908,"Lee Enterprises, Inc.","Lee Enterprises, Inc.",Active,USA,North America,58361.0,2.3.3,LEE,NYS,USA
4915,"Leggett & Platt, Inc.","Leggett & Platt, Inc.",Active,USA,North America,58492.0,1.6.2,LEG,NYS,USA
4978,Lilly (Eli) & Co,Eli Lilly & Co,Active,USA,North America,59478.0,4.1.1,LLY,NYS,USA
5027,Loews Corp.,Loews Corp.,Active,USA,North America,60086.0,5.2.1,L,NYS,USA
5057,Louisiana-Pacific Corp,Louisiana-Pacific Corp,Active,USA,North America,60519.0,8.1.2,LPX,NYS,USA
5067,Lowe's Companies Inc,Lowe's Companies Inc,Active,USA,North America,60667.0,2.1.8,LOW,NYS,USA
4805,"LSB Industries, Inc.","LSB Industries, Inc.",Active,USA,North America,60714.0,8.3.2,LXU,NYS,USA
5081,"Lydall, Inc.","Lydall, Inc.",Active,USA,North America,60977.0,7.2.1,LDL,NYS,USA
5148,Magna International Inc,Magna International Inc,Active,CAN,North America,749098.0,1.8.2,MGA,NYS,CAN
5274,Marubeni Corp.,Marubeni Corp.,Active,JPN,Asia Pacific,,7.2.1,MARU Y,NBB,JPN
5281,Masco Corp.,Masco Corp.,Active,USA,North America,62996.0,2.1.8,MAS,NYS,USA
5302,Mattel Inc,Mattel Inc,Active,USA,North America,63276.0,1.6.1,MAT,NMS,USA
5328,McDonald's Corp,McDonald's Corp,Active,USA,North America,63908.0,2.2.1,MCD,NYS,USA
5431,Merck & Co Inc,Merck & Co Inc,Active,USA,North America,310158.0,4.1.1,MRK,NYS,USA
5434,Meredith Corp,Meredith Corp,Active,USA,North America,65011.0,2.3.3,MDP,NYS,USA
39426,Micron Technology Inc.,Micron Technology Inc.,Active,USA,North America,723125.0,6.2.4,MU,NMS,USA
5610,Mitsubishi Corp,Mitsubishi Corp,Active,JPN,Asia Pacific,,8.2.4,MSBH F,NBB,JPN
5614,"Mitsui & Co., Ltd.","Mitsui & Co., Ltd.",Active,JPN,Asia Pacific,67099.0,8.2.4,MITS Y,NBB,JPN
5683,Moog Inc,"Moog, Inc.",Active,USA,North America,67887.0,7.2.1,MOG A,NYS,USA
5750,Murphy Oil Corp,Murphy Oil Corp,Active,USA,North America,717423.0,9.1.1,MUR,NYS,USA
5764,Myers Industries Inc.,Myers Industries Inc.,Active,USA,North America,69488.0,8.4.2,MYE,NYS,USA
46542,NACCO Industries Inc,NACCO Industries Inc,Active,USA,North America,789933.0,8.2.4,NC,NYS,USA
5895,"National Presto Industries, Inc.","National Presto Industries, Inc.",Active,USA,North America,80172.0,7.1.2,NPK,NYS,USA
6047,NEC Corp,NEC Corp,Active,JPN,Asia Pacific,72127.0,7.3.1,NIPN F,NBB,JPN
55604,Neptune Orient Lines Ltd. (Singapore),Neptune Orient Lines Ltd. (Sin,Active,SGP,Asia Pacific,,7.4.2,NPTO Y,NBB,SGP
15267,Nestle SA,Nestle SA,Active,CHE,Europe,792990.0,1.2.1,NSRG Y,NBB,CHE
6012,New York Times Co.,New York Times Co.,Active,USA,North America,71691.0,2.3.3,NYT,NYS,USA
6027,"Newpark Resources, Inc.","Newpark Resources, Inc.",Active,USA,North America,71829.0,9.1.3,NR,NYS,USA
16861,NIKE Inc,NIKE Inc,Active,USA,North America,320187.0,1.4.2,NKE,NYS,USA
5776,"NL Industries, Inc.","NL Industries, Inc.",Active,USA,North America,72162.0,7.3.1,NL,NYS,USA
6178,Nucor Corp.,Nucor Corp.,Active,USA,North America,73309.0,8.2.2,NUE,NYS,USA
6210,Occidental Petroleum Corp,Occidental Petroleum Corp,Active,USA,North America,797468.0,9.1.1,OXY,NYS,USA
6266,Olin Corp.,Olin Corp.,Active,USA,North America,74303.0,8.3.1,OLN,NYS,USA
2574,"Omnicom Group, Inc.","Omnicom Group, Inc.",Active,USA,North America,29989.0,2.3.4,OMC,NYS,USA
6347,"Oxford Industries, Inc.","Oxford Industries, Inc.",Active,USA,North America,75288.0,1.4.2,OXM,NYS,USA
6443,Park Aerospace Corp,Park Aerospace Corp,Active,USA,North America,76267.0,7.3.1,PKE,NYS,USA
6449,Parker Drilling Co,Parker Drilling Co,Active,USA,North America,76321.0,9.1.1,PKD,NYS,USA
6450,Parker Hannifin Corp,Parker-Hannifin Corp,Active,USA,North America,76334.0,7.2.1,PH,NYS,USA
6581,PepsiCo Inc,PepsiCo Inc,Active,USA,North America,77476.0,1.2.2,PEP,NMS,USA
6610,Pfizer Inc,Pfizer Inc,Active,USA,North America,78003.0,4.1.1,PFE,NYS,USA
6659,Pier 1 Imports Inc.,"Pier 1 Imports, Inc",Active,USA,North America,278130.0,2.1.6,PIR,NYS,USA
6684,Pitney Bowes Inc,Pitney Bowes Inc,Active,USA,North America,78814.0,7.5.1,PBI,NYS,USA
6360,PPG Industries Inc,PPG Industries Inc,Active,USA,North America,79879.0,8.3.2,PPG,NYS,USA
6814,Procter & Gamble Company (The),Procter & Gamble Co (The),Active,USA,North America,80424.0,1.7.1,PG,NYS,USA
6975,"Raven Industries, Inc.","Raven Industries, Inc.",Active,USA,North America,82166.0,7.3.1,RAVN,NMS,USA
6986,Raytheon Co.,Raytheon Co.,Active,USA,North America,1047122.0,7.1.2,RTN,NYS,USA
7128,Rite Aid Corp,Rite Aid Corp.,Active,USA,North America,84129.0,2.1.2,RAD,NYS,USA
1068,Robert Half International Inc.,Half Robert International In,Active,USA,North America,315213.0,7.5.2,RHI,NYS,USA
7180,Rogers Corp.,Rogers Corp.,Active,USA,North America,84748.0,8.4.2,ROG,NYS,USA
7187,"Rollins, Inc.","Rollins, Inc.",Active,USA,North America,84839.0,7.5.2,ROL,NYS,USA
7283,"Safeguard Scientifics, Inc.","Safeguard Scientifics, Inc.",Active,USA,North America,86115.0,5.5.3,SFE,NYS,USA
7436,Seaboard Corp.,Seaboard Corp.,Active,USA,North America,88121.0,1.1.2,SEB,ASE,USA
7504,Semtech Corp.,Semtech Corp.,Active,USA,North America,88941.0,6.2.4,SMTC,NMS,USA
7513,Service Corp. International,Service Corp. International,Active,USA,North America,89089.0,2.2.3,SCI,NYS,USA
7558,Sherwin-Williams Co (The),Sherwin-Williams Co (The),Active,USA,North America,89800.0,8.3.2,SHW,NYS,USA
7582,SIFCO Industries Inc.,SIFCO Industries Inc.,Active,USA,North America,90168.0,7.1.1,SIF,ASE,USA
7629,Skyline Champion Corp,Skyline Champion Corp,Active,USA,North America,90896.0,2.2.5,SKY,NYS,USA
7638,Smith (A O) Corp,Smith (A. O.) Corp,Active,USA,North America,91142.0,1.5.1,AOS,NYS,USA
7644,Smucker (J.M.) Co.,Smucker (J.M.) Co.,Active,USA,North America,91419.0,1.2.1,SJM,NYS,USA
7676,Sony Corp,Sony Corp,Active,JPN,Asia Pacific,313838.0,1.5.1,SNE,NYS,JPN
7781,Sparton Corp,Sparton Corp,Active,USA,North America,92679.0,7.3.1,SPA,NYS,USA
7448,SPX Corp.,SPX Corp.,Active,USA,North America,88205.0,7.2.1,SPXC,NYS,USA
7845,"Standard Motor Products, Inc.",Standard Motor Products Inc.,Active,USA,North America,93389.0,1.8.2,SMP,NYS,USA
7859,Standex International Corp.,Standex International Corp.,Active,USA,North America,310354.0,7.2.1,SXI,NYS,USA
7907,Stepan Co.,Stepan Co.,Active,USA,North America,94049.0,8.3.2,SCL,NYS,USA
7966,"Sturm, Ruger & Co., Inc.","Sturm, Ruger & Co., Inc.",Active,USA,North America,95029.0,1.6.1,RGR,NYS,USA
8022,"Superior Industries International, Inc.",Superior Industries Internat,Active,USA,North America,95552.0,1.8.2,SUP,NYS,USA
8059,Sysco Corp,Sysco Corp,Active,USA,North America,96021.0,2.1.2,SYY,NYS,USA
12087,Team Inc,Team Inc,Active,USA,North America,318833.0,9.1.3,TISI,NYS,USA
8129,Tejon Ranch Co,Tejon Ranch Co,Active,USA,North America,96869.0,5.3.2,TRC,NYS,USA
8143,Teleflex Incorporated,"Teleflex, Inc.",Active,USA,North America,96943.0,4.3.1,TFX,NYS,USA
8171,"Teradyne, Inc.","Teradyne, Inc.",Active,USA,North America,97210.0,6.2.4,TER,NMS,USA
8194,Texas Instruments Inc.,"Texas Instruments, Inc.",Active,USA,North America,97476.0,6.2.4,TXN,NMS,USA
8209,Textron Inc,Textron Inc,Active,USA,North America,217346.0,7.1.1,TXT,NYS,USA
3551,The Gap Inc,Gap Inc,Active,USA,North America,39911.0,2.1.5,GPS,NYS,USA
37274,"Thor Industries, Inc.","Thor Industries, Inc.",Active,USA,North America,730263.0,1.8.1,THO,NYS,USA
8246,Tidewater Inc (New),Tidewater Inc (New),Active,USA,North America,98222.0,9.1.3,TDW,NYS,USA
8250,Tiffany & Co.,Tiffany & Co.,Active,USA,North America,98246.0,2.1.3,TIF,NYS,USA
8260,Timken Co. (The),Timken Co. (The),Active,USA,North America,98362.0,7.2.1,TKR,NYS,USA
9229,"TJX Companies, Inc.","TJX Companies, Inc.",Active,USA,North America,109198.0,2.1.5,TJX,NYS,USA
47405,Toll Brothers Inc.,Toll Brothers Inc.,Active,USA,North America,794170.0,2.2.5,TOL,NYS,USA
8288,Tootsie Roll Industries Inc,Tootsie Roll Industries Inc,Active,USA,North America,98677.0,1.2.1,TR,NYS,USA
8295,Toro Company (The),Toro Co (The),Active,USA,North America,737758.0,7.2.1,TTC,NYS,USA
11674,Toshiba Corp,Toshiba Corp,Active,JPN,Asia Pacific,,6.2.1,TOSY Y,NBB,JPN
36877,"Total System Services, Inc.","Total System Services, Inc.",Active,USA,North America,721683.0,7.5.2,TSS,NYS,USA
8083,"TRC Companies, Inc.","TRC Companies, Inc.",Active,USA,North America,103096.0,7.5.3,TRR,NYS,USA
8392,"Trinity Industries, Inc.","Trinity Industries, Inc.",Active,USA,North America,99780.0,7.4.3,TRN,NYS,USA
8431,Twin Disc Incorporated,"Twin Disc, Inc.",Active,USA,North America,100378.0,7.2.1,TWIN,NMS,USA
8478,"Unifi, Inc.","Unifi, Inc.",Active,USA,North America,100726.0,1.4.1,UFI,NYS,USA
35738,Unifirst Corp,Unifirst Corp,Active,USA,North America,717954.0,7.5.2,UNF,NYS,USA
1236,Unisys Corp,Unisys Corp,Active,USA,North America,746838.0,6.3.1,UIS,NYS,USA
48237,Unit Corp.,Unit Corp.,Active,USA,North America,798949.0,9.1.1,UNT,NYS,USA
8648,Raytheon Technologies Corp,Raytheon Technologies Corp,Active,USA,North America,101829.0,7.1.1,RTX,NYS,USA
8672,Universal Corp,Universal Corp,Active,USA,North America,102037.0,1.3.1,UVV,NYS,USA
41480,USG Corp,USG Corp,Active,USA,North America,757011.0,8.5.1,USG,NYS,USA
4958,"Valhi, Inc.","Valhi, Inc. (New)",Active,USA,North America,59255.0,8.3.2,VHI,NYS,USA
8738,Valspar Corp,Valspar Corp,Active,USA,North America,102741.0,8.3.2,VAL,NYS,USA
8707,VF Corp.,VF Corp.,Active,USA,North America,103379.0,1.4.2,VFC,NYS,USA
8822,"Vishay Intertechnology, Inc.","Vishay Intertechnology, Inc.",Active,USA,North America,103730.0,7.3.1,VSH,NYS,USA
10748,Volvo AB,Volvo AB,Active,SWE,Europe,1005639.0,7.5.4,VLVL Y,NBB,SWE
8865,Walmart Inc,Walmart Inc,Active,USA,North America,104169.0,2.1.1,WMT,NYS,USA
2488,Disney (Walt) Co. (The),Disney (Walt) Co. (The),Active,USA,North America,1744489.0,2.3.2,DIS,NYS,USA
8922,Watsco Inc.,Watsco Inc.,Active,USA,North America,105016.0,7.2.1,WSO,NYS,USA
8948,"Weis Markets, Inc.","Weis Markets, Inc.",Active,USA,North America,105418.0,2.1.2,WMK,NYS,USA
9004,Western Digital Corp,Western Digital Corp,Active,USA,North America,106040.0,6.2.1,WDC,NMS,USA
9057,Weyerhaeuser Co,Weyerhaeuser Co,Active,USA,North America,106535.0,5.3.1,WY,NYS,USA
9064,Whirlpool Corp,Whirlpool Corp,Active,USA,North America,106640.0,1.5.1,WHR,NYS,USA
9094,Williams Cos Inc (The),Williams Cos Inc (The),Active,USA,North America,107263.0,9.1.3,WMB,NYS,USA
9118,"Winnebago Industries, Inc.","Winnebago Industries, Inc.",Active,USA,North America,107687.0,1.8.1,WGO,NYS,USA
9152,"Wolverine World Wide, Inc.","Wolverine World Wide, Inc.",Active,USA,North America,110471.0,1.4.2,WWW,NYS,USA
9200,Xerox Holdings Corp,Xerox Holdings Corp,Active,USA,North America,1770450.0,6.2.2,XRX,NYS,USA
13605,PORR AG,PORR AG,Active,AUT,Europe,,7.5.4,0J04,LON,AUT
13360,Amcor plc,Amcor plc,Active,SJE,,1748790.0,8.1.3,AMCR,NYS,GBR
27337,Australian Pharmaceutical Industries Ltd.,Australian Pharmaceutical In,Active,AUS,Asia Pacific,,4.1.1,API,AUS,AUS
27346,Bank of Queensland Ltd,Bank of Queensland Ltd,Active,AUS,Asia Pacific,,5.1.1,BOQ,AUS,AUS
13623,Coca-Cola Amatil Ltd,Coca-Cola Amatil Ltd,Active,AUS,Asia Pacific,,1.2.2,CCLA Y,NBB,AUS
14206,Commonwealth Bank of Australia,Commonwealth Bank of Austral,Active,AUS,Asia Pacific,8565.0,5.1.1,CMWA Y,NBB,AUS
35185,Energy Resources of Australia Ltd. (Australia),Energy Resources of Australi,Active,AUS,Asia Pacific,,8.2.4,EGRA Y,NBB,AUS
64132,Lenzing AG (Austria),Lenzing AG (Austria),Active,AUT,Europe,1592651.0,8.4.1,LNZN F,NBB,AUT
11667,National Australia Bank Ltd.,National Australia Bank Ltd.,Active,AUS,Asia Pacific,833029.0,5.1.1,NABZ Y,NBB,AUS
15382,OMV AG (Austria),OMV AG (Austria),Active,AUT,Europe,,9.1.1,OMVK Y,NBB,AUT
15487,Qantas Airways Ltd,Qantas Airways Ltd,Active,AUS,Asia Pacific,145106.0,7.4.4,QUBS F,NBB,AUS
7346,Santos Ltd,Santos Ltd,Active,AUS,Asia Pacific,800861.0,9.1.1,SSLZ Y,NBB,AUS
46518,"Washington H. Soul Pattinson & Co., Ltd. (Australia)",Washington H. Soul Pattinson,Active,AUS,Asia Pacific,,8.2.4,WSOU F,NBB,AUS
55094,Wesfarmers Ltd.,Wesfarmers Ltd.,Active,AUS,Asia Pacific,,2.1.1,WFAF Y,NBB,AUS
9739,Westpac Banking Corp,Westpac Banking Corp,Active,AUS,Asia Pacific,719245.0,5.1.1,WBK,NYS,AUS
9160,Woodside Petroleum Ltd.,Woodside Petroleum Ltd.,Active,AUS,Asia Pacific,844551.0,9.1.1,WOPE Y,NBB,AUS
55,Aceto Corp,Aceto Corp,Active,USA,North America,2034.0,4.1.1,ACET Q,NBB,USA
45686,LiveRamp Holdings Inc,LiveRamp Holdings Inc,Active,USA,North America,733269.0,6.3.1,RAMP,NYS,USA
48067,Adobe Inc,Adobe Inc,Active,USA,North America,796343.0,6.3.2,ADBE,NMS,USA
45730,AEP Industries Inc,AEP Industries Inc,Active,USA,North America,785787.0,8.1.3,AEPI,NMS,USA
55844,Akorn Inc,Akorn Inc,Active,USA,North America,3116.0,4.1.1,AKRX,NMS,USA
35248,American Software Inc,American Software Inc,Active,USA,North America,713425.0,6.3.2,AMSW A,NMS,USA
47741,American Woodmark Corp.,American Woodmark Corp.,Active,USA,North America,794619.0,1.6.2,AMWD,NMS,USA
35964,Amgen Inc,Amgen Inc,Active,USA,North America,318154.0,4.1.2,AMGN,NMS,USA
485,Analogic Corp,Analogic Corp,Active,USA,North America,6284.0,4.3.1,ALOG,NMS,USA
529,Apogee Enterprises Inc,Apogee Enterprises Inc,Active,USA,North America,6845.0,8.5.1,APOG,NMS,USA
540,"Applied Materials, Inc.","Applied Materials, Inc.",Active,USA,North America,6951.0,6.2.4,AMAT,NMS,USA
47606,"Astec Industries, Inc.","Astec Industries, Inc.",Active,USA,North America,792987.0,7.5.4,ASTE,NMS,USA
627,Astronics Corp,Astronics Corp,Active,USA,North America,8063.0,7.1.1,ATRO,NMS,USA
667,"Atwood Oceanics, Inc.","Atwood Oceanics, Inc.",Active,USA,North America,8411.0,9.1.3,ATW,NYS,USA
43798,Autodesk Inc,Autodesk Inc,Active,USA,North America,769397.0,6.3.2,ADSK,NMS,USA
11963,Balchem Corp.,Balchem Corp.,Active,USA,North America,9326.0,8.3.2,BCPC,NMS,USA
878,"Bassett Furniture Industries, Inc",Bassett Furniture Industries,Active,USA,North America,10329.0,1.6.2,BSET,NMS,USA
20163,Bel Fuse Inc,Bel Fuse Inc,Active,USA,North America,729580.0,7.3.1,BELF B,NMS,USA
11055,CACI International Inc,CACI International Inc,Active,USA,North America,16058.0,6.3.1,CACI,NYS,USA
51858,Calgon Carbon Corp,Calgon Carbon Corp,Active,USA,North America,812701.0,8.3.2,CCC,NYS,USA
49038,Carmike Cinemas Inc,Carmike Cinemas Inc,Active,USA,North America,799088.0,2.3.2,CKEC,NMS,USA
37036,"Casey's General Stores, Inc.","Casey's General Stores, Inc.",Active,USA,North America,726958.0,2.1.2,CASY,NMS,USA
1503,Cato Corp.,Cato Corp. (New),Active,USA,North America,18255.0,2.1.5,CATO,NYS,USA
52475,Celgene Corp,Celgene Corp,Active,USA,North America,816284.0,4.1.1,CELG,NMS,USA
49493,Cerner Corp.,Cerner Corp.,Active,USA,North America,804753.0,6.3.1,CERN,NMS,USA
11741,Checkpoint Systems Inc,Checkpoint Systems Inc,Active,USA,North America,215419.0,6.2.3,CKP,NYS,USA
36710,Cintas Corporation,Cintas Corp,Active,USA,North America,723254.0,7.5.2,CTAS,NMS,USA
59036,Cirrus Logic Inc,Cirrus Logic Inc,Active,USA,North America,772406.0,6.2.4,CRUS,NMS,USA
61420,Cisco Systems Inc,Cisco Systems Inc,Active,USA,North America,858877.0,6.1.1,CSCO,NMS,USA
1788,Clarcor Inc.,Clarcor Inc.,Active,USA,North America,20740.0,7.2.1,CLC,NYS,USA
53573,Clean Harbors Inc,Clean Harbors Inc,Active,USA,North America,822818.0,7.5.3,CLH,NYS,USA
1825,Coca-Cola Consolidated Inc,Coca-Cola Consolidated Inc,Active,USA,North America,317540.0,1.2.2,COKE,NMS,USA
59400,Cognex Corp,Cognex Corp,Active,USA,North America,851205.0,6.2.3,CGNX,NMS,USA
1843,Coherent Inc,Coherent Inc,Active,USA,North America,21510.0,6.2.3,COHR,NMS,USA
15755,"Communications Systems, Inc.","Communications Systems, Inc.",Active,USA,North America,22701.0,6.1.1,JCS,NMS,USA
48476,Comstock Resources Inc,Comstock Resources Inc,Active,USA,North America,23194.0,9.1.1,CRK,NYS,USA
52520,CONMED Corp,CONMED Corp,Active,USA,North America,816956.0,4.3.1,CNMD,NYS,USA
36956,Culp Inc,Culp Inc,Active,USA,North America,723603.0,1.4.1,CULP,NYS,USA
48665,CytRx Corp,CytRx Corp,Active,USA,North America,799698.0,4.1.1,CYTR,NAS,USA
47615,Daily Journal Corporation,Daily Journal Corp.,Active,USA,North America,783412.0,2.3.3,DJCO,NAS,USA
60162,Digi International Inc,Digi International Inc,Active,USA,North America,854775.0,6.2.2,DGII,NMS,USA
46956,LCI Industries,LCI Industries,Active,USA,North America,763744.0,1.8.2,LCII,NYS,USA
11700,Electro Rent Corp.,Electro Rent Corp.,Active,USA,North America,32166.0,7.5.4,ELRC,NMS,USA
37303,Electro Scientific Industries Inc,Electro Scientific Industrie,Active,USA,North America,726514.0,6.2.3,ESIO,NMS,USA
62773,"Electronic Arts, Inc.",Electronic Arts,Active,USA,North America,712515.0,6.3.2,EA,NMS,USA
2862,"Escalade, Inc.","Escalade, Inc.",Active,USA,North America,33488.0,1.6.1,ESCA,NMS,USA
1043,Bob Evans Farms Inc,Bob Evans Farms Inc,Active,USA,North America,33769.0,1.2.1,BOBE,NMS,USA
43886,Exar Corp,Exar Corp,Active,USA,North America,753568.0,6.2.4,EXAR,NYS,USA
2964,Farmer Bros. Co.,Farmer Bros. Co.,Active,USA,North America,34563.0,1.2.2,FARM,NMS,USA
52750,Fastenal Co.,Fastenal Co.,Active,USA,North America,815556.0,2.1.8,FAST,NMS,USA
47969,Fiserv Inc,Fiserv Inc,Active,USA,North America,798354.0,6.3.1,FISV,NMS,USA
3372,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",Active,USA,North America,37472.0,1.6.2,FLXS,NMS,USA
10580,Foster (L.B.) Co,Foster (L.B.) Co,Active,USA,North America,352825.0,8.2.3,FSTR,NMS,USA
3461,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc.",Active,USA,North America,38725.0,7.2.1,FELE,NMS,USA
3508,Fuller (HB) Company,HB Fuller Co,Active,USA,North America,39368.0,8.3.2,FUL,NYS,USA
3521,G&K Services Inc,G & K Services Inc,Active,USA,North America,39648.0,7.5.2,GK,NMS,USA
59540,G-III Apparel Group Ltd.,G-III Apparel Group Ltd.,Active,USA,North America,821002.0,1.4.2,GIII,NMS,USA
16221,Gentex Corp.,Gentex Corp.,Active,USA,North America,355811.0,1.8.2,GNTX,NMS,USA
62396,Granite Construction Inc,Granite Construction Inc,Active,USA,North America,861459.0,7.5.4,GVA,NYS,USA
35589,180 Degree Capital Corp,180 Degree Capital Corp,Active,USA,North America,893739.0,5.5.3,TURN,NMS,USA
4005,"Haverty Furniture Cos., Inc.","Haverty Furniture Cos., Inc.",Active,USA,North America,216085.0,2.1.6,HVT,NYS,USA
37462,"Healthcare Services Group, Inc.",Healthcare Services Group In,Active,USA,North America,731012.0,7.5.2,HCSG,NMS,USA
61773,Hologic Inc,Hologic Inc,Active,USA,North America,859737.0,4.3.1,HOLX,NMS,USA
11972,Hurco Companies Inc,Hurco Companies Inc,Active,USA,North America,315374.0,7.2.1,HURC,NMS,USA
60568,"ImmunoGen, Inc.","ImmunoGen, Inc.",Active,USA,North America,855654.0,4.1.2,IMGN,NMS,USA
37396,"Immunomedics, Inc.","Immunomedics, Inc.",Active,USA,North America,722830.0,4.1.2,IMMU,NMS,USA
53017,Ingles Markets Inc,Ingles Markets Inc,Active,USA,North America,50493.0,2.1.2,IMKT A,NMS,USA
37902,Integrated Device Technology Inc,Integrated Device Technology,Active,USA,North America,703361.0,6.2.4,IDTI,NMS,USA
4396,Intel Corp,Intel Corp,Active,USA,North America,50863.0,6.2.4,INTC,NMS,USA
35316,Interface Inc.,"Interface, Inc.",Active,USA,North America,715787.0,7.5.1,TILE,NMS,USA
38908,Invacare Corp,Invacare Corp,Active,USA,North America,742112.0,4.3.1,IVC,NYS,USA
45751,J&J Snack Foods Corp.,J&J Snack Foods Corp.,Active,USA,North America,785956.0,1.2.1,JJSF,NMS,USA
45307,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",Active,USA,North America,779152.0,6.3.1,JKHY,NMS,USA
4641,Kaman Corp.,Kaman Corp.,Active,USA,North America,54381.0,7.2.1,KAMN,NYS,USA
4690,"Kelly Services, Inc.","Kelly Services, Inc.",Active,USA,North America,55135.0,7.5.2,KELY A,NMS,USA
4737,"Kimball International, Inc.","Kimball International, Inc.",Active,USA,North America,55772.0,7.5.1,KBAL,NMS,USA
4794,"Kulicke & Soffa Industries, Inc.","Kulicke & Soffa Industries, Inc.",Active,USA,North America,56978.0,6.2.4,KLIC,NMS,SGP
39147,Lam Research Corp,Lam Research Corp,Active,USA,North America,707549.0,7.2.1,LRCX,NMS,USA
4856,Lancaster Colony Corp.,Lancaster Colony Corp.,Active,USA,North America,57515.0,1.2.1,LANC,NMS,USA
